x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.771320643266746,0.5949355347294268,0.45888605934974697,0.353948290483789,0.27300762309912124,0.2105764154655395,0.1624219362336855,0.1252793923363967,0.09663058148497655,0.07453316227023182,-0.749989119222208
0.0207519493594015,0.00043064340221516436,8.936690074729463e-06,1.8545373987145182e-07,3.848526618323987e-09,7.986442949176808e-11,1.657342596430663e-12,3.439308963230811e-14,7.137236543630148e-16,1.4811157131948263e-17,1.0147235722494656
0.6336482349262754,0.4015100856251843,0.2544161570614958,0.16121034885874286,0.1021506530061915,0.06472758097393967,0.041014517435184444,0.02598877657915757,0.016467742407276522,0.010434755909591342,-0.9478983933751041
0.7488038825386119,0.5607072545048992,0.4198597691408341,0.3143926252544218,0.23541841843201788,0.1762822257429945,0.13200081505890232,0.09884272281436732,0.07401381460408607,0.05542183173703266,-0.9597851008202766
0.4985070123025904,0.24850924131485505,0.12388359941745185,0.06175684301888486,0.030786219302584378,0.015347146204623678,0.007650660001837989,0.003813907659659187,0.0019012597126146663,0.0009477912989468189,-0.5764672182784576
0.22479664553084766,0.050533531841921574,0.011359768444890247,0.0025536378404185014,0.0005740492204267172,0.00012904433912152416,2.9008734559263768e-05,6.521066220017268e-06,1.4659138115444063e-06,3.295325074725217e-07,0.4162601669656356
0.19806286475962398,0.0392288983967891,0.007769787997832269,0.0015389064694256024,0.0003048002239315535,6.036960553125838e-05,1.1956977015929477e-05,2.368233121639972e-06,4.6905903649063996e-07,9.290317650872515e-08,0.6611689546572261
0.7605307121989587,0.5784069641978554,0.4398962604222326,0.3345546162325792,0.2544390605528128,0.1935087199334647,0.14716932458770673,0.11192679124252833,0.08512376225782425,0.06473923553499793,-0.9388465721173672
0.16911083656253545,0.028598475042880576,0.004836312038914326,0.0008178727747782632,0.00013831114914447423,2.3389914137747648e-05,3.955487946960379e-06,6.689158757234957e-07,1.1312092333356135e-07,1.9129973977664997e-08,0.6049723523171087
0.08833981417401027,0.007803922768298666,0.0006893970871798318,6.0901210573570305e-05,5.3800016250414695e-06,4.752683438120367e-07,4.198511717514494e-08,3.7089574493263515e-09,3.27648611852801e-10,2.8944417485448856e-11,0.8656610889322851
0.6853598183677972,0.46971808063314,0.3219258984267992,0.22063507527368104,0.1512144151151353,0.10363628407790183,0.07102814483194424,0.048679836441022896,0.033363203861393534,0.022865799338612464,-1.0765817510986064
0.9533933461949365,0.9089588725687782,0.8665953410719243,0.8262062320215042,0.7876995241940921,0.7509874851675648,0.7159864714344248,0.6826167378311717,0.6508022558495324,0.620470540415599,-0.23913700343503175
0.003948266327914451,1.5588806996143067e-05,6.154876175522889e-08,2.43010903562999e-10,9.59471767853855e-13,3.788250073601927e-15,1.495702020732193e-17,5.905429925050521e-20,2.3316210124935333e-22,9.205860733086019e-25,0.9659128931088958
0.5121922633857766,0.26234091467224474,0.13436898686467194,0.06882275551107,0.03525048291766088,0.01805502463103838,0.009247643931257495,0.004736571676136517,0.0024260353674893246,0.0012425965459283014,-0.7153272655284315
0.8126209616521135,0.6603528273164058,0.5366165495635496,0.43606585654477076,0.3543562556890642,0.28795732126548956,0.2340001553215287,0.1901534312441246,0.15452266415904958,0.12556835594597343,-0.7161334450158301
0.6125260668293881,0.3751881825454801,0.2298125417754494,0.14076617232178049,0.08622294987488809,0.05281380435729268,0.032349831857269286,0.019815115270125198,0.012137274620180737,0.007434397085127462,-0.9823721261506972
0.7217553174317995,0.5209307382410777,0.37598453033917073,0.27136883404439427,0.1958618989568091,0.1413643670543668,0.10203048361686994,0.07364104409061398,0.053150815153630245,0.038361883462967296,-0.9690834847045905
0.29187606817063316,0.0851916391707481,0.024865400682169254,0.0072576153845989415,0.0021183242427514366,0.0006182881510848232,0.0001804635145351286,5.267298107076724e-05,1.537398261376173e-05,4.487297597428448e-06,0.22303182695720325
0.9177741225129434,0.8423093399544033,0.7730497153611091,0.7094850241744226,0.6511469954977551,0.5976058624198918,0.5484671959910069,0.5033689995277809,0.4619790418418274,0.42399240974575353,-0.4318446420440294
0.7145757833976906,0.5106185502184232,0.36487565053972276,0.26073130382716436,0.18631227568859726,0.13313424035678587,0.0951345041000067,0.0679808127954131,0.04857744255929406,0.03471226407226387,-0.9038068314957943
0.5425443680112613,0.2943543912607389,0.15970031717789712,0.08664450765448016,0.047008489647046826,0.02550419130672094,0.013837155354143217,0.007507270706687271,0.0040730274410491,0.002209798098896509,-0.7495378973696136
0.14217004760152696,0.02021232243502044,0.0028735868427242676,0.0004085379782172307,5.808186381017527e-05,8.257501342678024e-06,1.1739693589582076e-06,1.6690327964582247e-07,2.3728647212097543e-08,3.373502903663748e-09,0.8042042331778074
0.3733407600514692,0.1393833231158087,0.052037475790555544,0.019427710762805934,0.0072531563022460764,0.002707898886652654,0.001010969028485429,0.00037743594548324554,0.00014091222275745978,5.260827634481197e-05,0.05205467433623032
0.6741336150663453,0.4544561309624194,0.30636415445476023,0.2065303749693317,0.1392290682990834,0.09385899513478019,0.06327350369670388,0.04265479578497275,0.028755031682440386,0.01938473345943083,-0.9076351018176952
0.4418331744229961,0.19521655402070168,0.08625314976288492,0.03810950296371753,0.016838042670141894,0.007439605844018655,0.003287064666518635,0.0014523342161415957,0.0006416894370409749,0.00028351968096151925,-0.5005329415255265
0.4340139933332937,0.1883681464091123,0.08175441143980937,0.035482558581604776,0.015399926943684817,0.006683783789869633,0.0029008556932176555,0.0012590119634970146,0.0005464288099317304,0.00023715774987082962,-0.49306413849412717
